V1;X01D2Z36;X0319.6G20;X053A03.B.DI.P58;X27F.1492R;X37.13;X67.14;A0839;A21b;A4b;AB1;AKIW781;AKYH767;Acetobacteraceae;Acidiferrobacteraceae;Acidimicrobiaceae;Acidobacteriaceae..Subgroup.1.;Acidothermaceae;Actinobacteria.bacterium.RBG_13_63_9;Actinomycetaceae;Aerococcaceae;Aeromonadaceae;Alicyclobacillaceae;Alteromonadaceae;Ambiguous_taxa;Amoebophilaceae;Archangiaceae;Ardenticatenaceae;Atopobiaceae;Azospirillaceae;B1.7BS;BIrii41;BSV26;Babeliaceae;Bacillaceae;Bacteriovoracaceae;Bacteroidetes.vadinHA17;Bdellovibrionaceae;Beggiatoaceae;Beijerinckiaceae;Bifidobacteriaceae;Blfdi19;Brevibacteriaceae;Burkholderiaceae;CPla.3.termite.group;Caedibacteraceae;Caldicoprobacteraceae;Caldilineaceae;Cardiobacteriaceae;Carnobacteriaceae;Catenulisporaceae;Caulobacteraceae;Cellulomonadaceae;Cellvibrionaceae;Chitinimonadaceae;Chitinophagaceae;Chlamydiaceae;Chloroflexaceae;Christensenellaceae;Chromobacteriaceae;Chthoniobacteraceae;Clostridiaceae.1;Clostridiaceae.2;Clostridiaceae.3;Clostridiales.Incertae.Sedis;Clostridiales.vadinBB60.group;Corynebacteriaceae;Coxiellaceae;Criblamydiaceae;Crocinitomicaceae;Cryptosporangiaceae;Cyclobacteriaceae;Cytophagaceae;D05.2;Deferribacteraceae;Defluviitaleaceae;Deinococcaceae;Demequinaceae;Dermabacteraceae;Desulfarculaceae;Desulfobulbaceae;Desulfovibrionaceae;Desulfuromonadaceae;Devosiaceae;Diplorickettsiaceae;Dongiaceae;Eel.36e1D6;Elsteraceae;Enterobacteriaceae;Enterococcaceae;Entotheonellaceae;Erysipelotrichaceae;Eubacteriaceae;FFCH16767;FFCH9454;Family.X;Family.XI;Family.XII;Family.XIII;Family.XVIII;Fibrobacteraceae;Fimbriimonadaceae;Flavobacteriaceae;Frankiaceae;Fusobacteriaceae;GWF2.29.10;Gaiellaceae;Gallionellaceae;Geminicoccaceae;Gemmataceae;Gemmatimonadaceae;Geobacteraceae;Geodermatophilaceae;Gracilibacteraceae;Haliangiaceae;Halieaceae;Halomonadaceae;Haloplasmataceae;Halothiobacillaceae;Heliobacteriaceae;Herpetosiphonaceae;Holophagaceae;Holosporaceae;Hydrogenophilaceae;Hymenobacteraceae;Hyphomicrobiaceae;Hyphomonadaceae;Iamiaceae;Ilumatobacteraceae;Inquilinaceae;Intrasporangiaceae;Isosphaeraceae;JG30.KF.AS9;JG30.KF.CM45;KD3.10;KD3.93;KF.JG30.B3;Kaistiaceae;Kineosporiaceae;Koribacteraceae;Ktedonobacteraceae;Labraceae;Lachnospiraceae;Lactobacillaceae;Latescibacteraceae;Legionellaceae;Lentimicrobiaceae;Leptospiraceae;Leptotrichiaceae;LiUU.11.161;Limnochordaceae;Lolium.perenne;Longimicrobiaceae;MSB.4B10;Magnetospiraceae;Magnetospirillaceae;Methylacidiphilaceae;Methylococcaceae;Methyloligellaceae;Methylophilaceae;Micavibrionaceae;Microbacteriaceae;Micrococcaceae;Micromonosporaceae;Micropepsaceae;Microscillaceae;Microtrichaceae;Midichloriaceae;Mitochondria;Moraxellaceae;Mycobacteriaceae;Myxococcaceae;NS11.12.marine.group;NS9.marine.group;Nakamurellaceae;Nannocystaceae;Neisseriaceae;Nitrosococcaceae;Nitrosomonadaceae;Nitrospiraceae;Nocardiaceae;Nocardioidaceae;Nocardiopsaceae;Oligoflexaceae;Opitutaceae;P3OB.42;Paenibacillaceae;Paludibacteraceae;Paracaedibacteraceae;Parachlamydiaceae;Parvibaculaceae;Pasteurellaceae;Pasteuriaceae;Pedosphaeraceae;Peptococcaceae;Peptostreptococcaceae;Phaselicystidaceae;Phycisphaeraceae;Pirellulaceae;Piscirickettsiaceae;Planococcaceae;Pleomorphomonadaceae;Polyangiaceae;Porphyromonadaceae;Prevotellaceae;Procabacteriaceae;Prolixibacteraceae;Promicromonosporaceae;Propionibacteriaceae;Pseudohongiellaceae;Pseudomonadaceae;Pseudonocardiaceae;Pyrinomonadaceae;Reyranellaceae;Rhizobiaceae;Rhizobiales.Incertae.Sedis;Rhodanobacteraceae;Rhodobacteraceae;Rhodocyclaceae;Rhodomicrobiaceae;Rhodopirillaceae;Rhodospirillaceae;Rhodothermaceae;Rickettsiaceae;Rikenellaceae;Roseiflexaceae;Rubrobacteriaceae;Ruminococcaceae;SC.I.84;SM2D12;SRB2;Saccharimonadaceae;Saccharum.hybrid.cultivar;Sandaracinaceae;Sanguibacteraceae;Saprospiraceae;Schlesneriaceae;Simkaniaceae;Solibacteraceae..Subgroup.3.;Solimonadaceae;Solirubrobacteraceae;Sphingobacteriaceae;Sphingomonadaceae;Spirosomaceae;Spongiibacteraceae;Sporichthyaceae;Staphylococcaceae;Steroidobacteraceae;Streptococcaceae;Streptomycetaceae;Streptosporangiaceae;Syntrophaceae;Syntrophomonadaceae;TRA3.20;Tepidisphaeraceae;Thermoactinomycetaceae;Thermoanaerobaculaceae;Thermomonosporaceae;Trueperaceae;UBA12409;UBA12411;URHD0088;Unknown.Family;VHS.B3.70;Veillonellaceae;Vermiphilaceae;Verrucomicrobiaceae;Vibrionaceae;Vulgatibacteraceae;WD2101.soil.group;Weeksellaceae;Woeseiaceae;Xanthobacteraceae;Xanthomonadaceae;Xiphinematobacteraceae;bac2nit3;bacteriap25;bacterium.Ellin6089;bacterium.enrichment.culture.clone.B30.2011.;cvE6;env.OPS.17;groundwater.metagenome;metagenome;mle1.27;possible.family.01;uncultured;uncultured.Acetobacteraceae.bacterium;uncultured.Acidimicrobiales.bacterium;uncultured.Acidimicrobidae.bacterium;uncultured.Aciditerrimonas.sp.;uncultured.Acidobacteria.bacterium;uncultured.Acidobacteriaceae.bacterium;uncultured.Acidobacteriales.bacterium;uncultured.Acidobacterium.sp.;uncultured.Acidothermaceae.bacterium;uncultured.Actinomycetales.bacterium;uncultured.Bradyrhizobiaceae.bacterium;uncultured.Candidatus.Saccharibacteria.bacterium;uncultured.Chloroflexi.bacterium;uncultured.Desulfoglaeba.sp.;uncultured.Green.Bay.ferromanganous.micronodule.bacterium.MND8;uncultured.Ignavibacterium.sp.;uncultured.Nakamurellaceae.bacterium;uncultured.Rhodospirillaceae.bacterium;uncultured.Rhodospirillales.bacterium;uncultured.Syntrophobacteraceae.bacterium;uncultured.Termite.group.1.bacterium;uncultured.Thermaerobacter.sp.;uncultured.actinobacterium;uncultured.alpha.proteobacterium;uncultured.bacterium;uncultured.bacterium..0319.6E22;uncultured.bacterium.KF.JG30.B11;uncultured.bacterium.SBR2096;uncultured.bacterium.SBRH58;uncultured.bacterium.gp7;uncultured.candidate.division.SBR1093.bacterium;uncultured.delta.proteobacterium;uncultured.gamma.proteobacterium;uncultured.organism;uncultured.prokaryote;uncultured.proteobacterium;uncultured.soil.bacterium
BactV5V7-BC348-216_S348_L001;479;0;95;0;0;0;187;5;88;0;0;0;0;0;0;10;22;0;0;0;0;0;46;64;88;0;31;0;0;662;4;217;0;0;420;47;0;158;0;114;0;0;0;6007;0;9;0;0;0;0;0;736;12;0;0;527;0;3;5;0;9;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;33;12;14;388;15;173;0;0;0;0;31;0;2;0;3;0;0;0;12;0;284;54;1228;0;0;0;370;0;12;0;627;359;36;3;90;0;0;0;0;0;0;0;0;0;361;75;0;0;56;3;117;0;0;0;0;26;0;0;6;29;0;8;71;0;0;0;0;0;0;0;0;0;22;0;0;800;0;0;178;56;0;20;693;68;72;354;0;0;2;35;213;137;17;3;21;5;17;0;415;199;0;367;0;4;0;14;118;54;7;2;0;0;0;341;0;7;25;45;0;0;0;16;206;0;0;0;63;0;42;0;1015;32;17;63;879;90;42;17;2585;0;0;31;0;2;0;166;14;7;654;0;0;82;0;3;0;0;0;4;153;10;94;17;1313;41;0;15;0;169;0;296;10;0;0;64;0;2;46;42;0;0;0;0;133;0;46;0;0;0;16;0;11;0;773;304;0;2;19;0;0;0;108;0;21;0;0;586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;5;0;146;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC335-190_S335_L001;585;0;90;0;0;0;277;4;135;5;0;0;4;14;0;14;30;0;9;0;0;0;63;233;106;0;89;0;0;488;6;149;0;0;446;63;0;142;0;90;0;4;0;5230;0;0;0;0;0;0;0;515;0;240;0;570;0;0;0;0;13;32;0;0;0;0;0;0;0;12;0;0;3;0;0;0;0;0;0;214;73;0;12;336;8;226;0;0;0;0;34;0;0;0;0;0;0;5;7;0;430;49;758;0;0;7;437;0;33;0;862;489;46;0;104;0;0;0;0;0;0;0;3;0;269;95;46;0;97;4;95;0;8;0;0;24;28;0;6;39;0;6;52;0;6;0;0;6;0;0;0;0;10;0;0;442;0;0;177;57;0;51;480;157;80;448;0;0;0;42;246;108;29;0;34;13;0;0;630;293;0;273;0;21;0;38;150;159;0;5;0;0;0;899;0;0;28;80;0;0;0;0;301;0;0;0;181;0;76;0;779;23;20;86;561;68;55;45;1672;0;0;10;0;0;0;206;10;16;903;3;0;13;0;14;0;0;0;2;353;14;65;0;1078;43;0;20;0;340;0;187;0;0;0;83;0;0;44;47;0;0;0;0;192;6;0;8;0;0;0;0;11;25;956;274;0;0;84;7;6;10;153;0;27;0;0;755;0;0;0;0;23;2;0;18;0;0;0;0;0;2;2;0;0;16;0;16;0;0;0;0;132;8;0;0;0;0;0;0;0;0;0;0;15
BactV5V7-BC345-213_S345_L001;298;0;60;0;0;4;118;0;60;0;0;0;7;15;0;0;29;0;5;0;0;0;13;154;23;0;200;0;0;830;0;149;0;8;190;87;0;137;0;100;0;3;0;6256;0;4;0;0;0;0;0;897;27;138;12;560;0;0;30;0;0;67;0;0;0;0;0;0;0;20;0;0;4;0;0;0;2;0;0;54;77;91;36;347;4;211;0;0;0;0;0;0;0;0;0;0;0;11;32;0;202;71;1437;4;0;22;180;0;0;0;494;1020;0;28;53;0;0;0;0;0;0;0;3;0;287;34;23;0;24;0;80;0;0;0;0;29;0;0;0;30;0;16;302;0;0;0;11;8;0;0;0;0;29;0;0;745;0;0;85;67;0;52;374;54;91;252;0;0;0;38;131;49;36;0;27;0;12;0;273;99;0;226;0;22;0;13;150;68;13;23;0;0;0;379;19;4;21;27;0;0;0;25;275;0;0;0;401;0;28;0;376;15;0;57;637;57;11;149;3796;0;0;18;0;0;16;110;6;277;478;7;0;33;0;9;0;23;0;14;153;17;51;16;1310;65;0;14;0;146;0;121;0;0;0;29;0;6;9;19;0;0;0;0;90;0;29;0;2;0;0;0;42;0;520;411;0;0;15;0;0;10;184;0;19;0;0;360;0;0;57;0;0;0;0;0;0;0;0;0;0;3;0;0;2;5;0;0;5;0;0;0;61;11;6;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC361-232_S361_L001;328;0;100;0;0;0;240;0;83;0;0;0;0;23;2;16;24;0;8;0;0;0;36;127;58;0;39;0;0;507;0;106;0;0;419;76;0;269;0;154;0;0;0;5581;0;22;0;0;0;0;0;993;19;238;0;637;0;0;191;0;11;19;0;0;0;0;0;0;0;22;0;0;12;0;0;0;0;0;0;93;31;40;12;585;0;302;0;0;0;0;20;0;0;0;0;0;0;0;0;0;339;127;1687;6;0;33;307;0;33;0;692;244;32;0;79;0;0;0;0;0;0;0;5;0;283;66;69;21;46;5;67;0;0;2;0;12;10;0;0;25;0;0;87;0;0;0;14;19;0;0;0;0;29;0;0;751;0;0;165;179;0;88;601;40;89;405;0;0;0;37;172;113;40;4;32;0;2;0;511;214;0;292;0;40;0;25;144;14;19;6;0;0;0;595;0;0;13;61;0;0;7;12;254;0;0;5;179;0;33;44;519;31;13;107;787;44;67;39;1527;0;0;29;0;0;5;177;24;219;550;0;0;28;0;12;0;11;2;15;149;0;12;13;1296;96;0;9;0;212;0;183;9;0;0;57;0;0;50;31;0;0;0;0;110;0;0;3;0;0;0;2;0;14;938;338;0;7;26;3;5;4;207;0;43;3;0;635;0;0;0;0;25;0;0;0;0;0;0;0;2;0;0;0;0;10;0;0;7;0;4;0;73;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC238-86_S238_L001;597;0;78;0;0;0;226;0;142;0;0;0;0;9;0;11;33;0;10;0;0;0;41;50;106;0;117;0;0;16;6;117;0;0;239;88;0;94;0;55;0;0;0;10156;0;0;0;0;0;0;4;652;0;201;0;511;0;4;0;0;12;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;0;0;3;191;0;141;0;0;40;0;22;0;0;0;0;0;0;11;6;0;210;54;1148;15;0;0;396;0;0;0;921;200;46;13;131;0;0;0;0;0;0;0;0;0;377;74;4;2;35;0;187;0;0;0;0;28;24;0;0;61;0;8;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;177;70;0;33;1146;106;90;144;2;0;2;35;194;294;0;0;25;9;0;0;441;293;0;405;0;2;0;36;72;0;10;0;0;0;0;544;2;0;14;11;0;0;0;0;379;0;0;0;35;0;54;0;415;12;10;34;561;79;21;0;105;0;0;6;0;0;0;189;18;11;891;0;0;29;0;2;0;0;0;0;338;0;68;24;1455;21;0;17;0;240;0;259;6;0;0;66;0;0;28;36;0;0;0;0;42;2;0;3;0;0;8;0;29;0;778;373;0;0;75;0;0;0;144;0;14;4;0;680;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;17;0;94;8;0;0;0;0;0;0;0;0;0;0;13
BactV5V7-BC203-29_S203_L001;829;0;42;0;0;0;453;0;145;0;0;0;8;23;0;28;32;0;12;0;0;0;28;17;114;0;82;0;0;75;0;25;0;4;552;145;0;144;0;136;0;0;0;7666;0;0;2;0;0;0;6;533;22;26;0;150;0;0;0;0;19;228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;141;0;0;52;9;0;113;0;0;17;0;27;0;0;0;0;0;0;9;75;0;0;3;449;20;0;4;671;0;40;0;958;471;76;113;129;0;0;0;0;0;0;80;0;0;435;131;3;2;137;0;280;0;0;0;6;60;0;0;5;55;0;0;3;0;2;0;5;0;0;6;0;0;42;0;0;116;0;0;460;7;0;52;821;274;18;27;8;0;0;0;345;0;24;0;35;19;4;2;671;317;19;783;0;0;0;48;85;0;29;7;0;0;0;545;28;3;0;16;0;0;0;0;90;0;0;0;9;0;71;0;419;35;0;75;186;108;44;7;252;0;0;0;0;0;0;113;24;0;1149;6;0;0;0;3;11;0;0;0;396;0;138;0;1136;7;0;38;0;216;0;301;32;0;0;107;0;0;56;38;0;0;0;0;59;0;0;14;0;0;44;0;155;0;1356;658;0;0;100;5;0;0;215;0;29;0;0;1049;10;0;0;22;11;0;0;0;0;0;0;0;0;7;0;0;0;8;0;0;0;0;0;0;206;4;0;0;0;0;0;8;0;2;0;0;24
BactV5V7-BC59-181_S59_L001;0;0;31;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;843;5;0;0;0;0;0;0;0;3501;0;0;0;0;0;0;0;85;5;1459;0;114;0;0;3;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;5;0;0;0;11;0;0;0;0;0;0;0;2;0;0;0;4;0;58;0;0;0;0;0;0;0;3;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;4;54;0;210;0;0;622;0;0;3;0;0;0;0;0;0;6;0;0;8;0;14;0;0;787;0;0;5;0;0;0;0;2;0;0;0;0;0;11;0;39;0;0;6;0;0;18;0;21180;11;0;0;18;0;9;29;9;0;0;0;0;0;0;0;0;22;0;0;0;19;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;143;23;269;0;0;0;0;0;2;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC332-187_S332_L001;983;0;55;0;0;0;293;0;184;0;0;0;0;35;0;25;10;0;0;0;0;0;56;17;69;0;66;0;0;380;0;6;0;0;497;60;0;96;0;89;0;0;0;5850;0;0;0;0;0;0;0;230;0;29;0;201;0;0;0;0;8;138;0;0;0;0;0;0;0;15;0;0;3;0;0;0;9;0;0;139;17;22;108;62;0;90;0;0;0;0;49;0;0;0;0;0;0;0;17;0;58;6;320;21;0;16;527;0;64;0;1076;2659;76;40;65;0;0;0;0;0;0;0;0;0;274;113;0;20;106;0;158;0;0;0;0;36;24;0;0;125;0;0;54;0;0;0;0;0;0;3;4;0;33;0;0;275;0;0;452;36;0;30;593;84;36;40;0;0;0;0;213;34;8;0;22;22;8;0;861;285;8;381;0;0;0;34;206;201;5;0;0;0;2;764;29;17;0;0;0;0;0;0;88;0;0;0;344;0;72;0;887;35;0;78;127;142;0;9;993;0;0;0;0;0;0;327;14;11;1248;0;0;0;0;13;0;2;0;10;728;0;89;0;766;0;5;21;0;209;0;152;11;2;0;178;0;0;119;52;0;0;0;0;46;0;0;15;0;0;24;0;48;10;1072;141;0;0;95;0;0;0;290;0;46;0;0;810;0;17;32;41;45;0;2;0;0;0;0;0;0;0;0;0;0;21;5;0;0;0;0;0;165;5;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC375-246_S375_L001;714;0;35;0;0;0;419;0;142;4;0;0;0;31;0;31;19;0;16;0;0;0;15;0;154;0;107;0;0;133;0;0;0;0;758;41;0;68;0;87;0;0;0;6189;0;0;0;0;0;0;16;294;0;0;0;554;2;0;24;0;7;204;0;0;0;0;0;0;0;22;0;0;19;0;0;0;3;0;0;121;14;0;47;37;9;77;0;0;0;0;27;0;0;0;0;0;0;0;46;0;52;2;217;18;0;6;720;0;34;0;1100;2630;67;169;87;0;0;0;0;85;0;0;0;0;280;124;0;0;105;0;243;0;0;0;0;57;15;0;0;169;0;0;28;0;0;0;21;0;0;7;0;0;92;0;0;255;0;0;430;33;0;17;438;136;0;33;0;0;0;0;280;0;2;0;24;20;5;0;609;262;0;462;0;2;0;33;131;509;0;14;0;0;0;536;23;0;14;2;0;0;2;0;103;0;0;0;886;0;105;0;767;21;27;41;88;125;21;6;443;0;0;0;0;0;0;226;33;148;1060;0;0;0;0;15;0;0;0;3;596;0;146;12;573;20;0;31;0;257;0;157;15;0;0;142;0;11;28;35;0;0;0;0;32;0;0;12;0;0;28;0;145;0;922;133;0;0;60;0;5;4;282;0;51;0;0;938;0;0;38;30;40;0;4;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;4;0;232;0;0;0;0;0;0;0;0;0;0;0;8
BactV5V7-BC32-81_S32_L001;0;0;113;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;0;0;0;2;0;0;0;0;3;0;3;722;67;0;7;0;80;0;45;0;17314;0;0;0;0;0;0;0;560;7;260;0;1269;0;0;0;0;0;263;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;42;140;0;0;11;0;0;0;0;0;0;0;0;11;0;3;8;0;599;0;0;0;17;0;0;0;12;31;0;0;16;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;219;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;35;3;0;12;55;222;0;426;0;8;194;116;109;0;19;0;0;0;14;0;0;0;0;20;0;0;0;6;1099;0;16;21;0;0;0;0;0;0;0;0;0;0;56;0;872;0;0;0;0;0;38;13;808;5;0;0;824;0;40;0;0;0;0;0;0;29;0;0;0;0;0;0;0;78;0;0;0;0;0;25;0;0;3;121;45;0;0;3;21;17;8;2321;0;0;0;0;0;0;0;102;0;0;0;0;70;0;13;0;0;0;2;0;18;0;198;4;0;0;0;0;0;0;12;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC331-186_S331_L001;838;0;70;0;2;0;388;0;145;0;0;0;18;45;0;26;18;0;20;0;0;0;44;0;154;0;55;0;0;174;0;29;0;0;876;75;0;98;0;84;0;13;0;3861;0;19;2;0;0;0;0;740;0;0;29;369;0;0;0;0;18;30;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;152;0;3;0;254;0;142;0;0;0;0;39;0;0;0;0;0;0;9;0;0;25;36;241;16;0;0;686;0;67;0;867;162;132;11;84;0;0;0;0;0;0;0;0;0;444;144;6;0;182;0;235;0;0;0;0;0;23;0;0;23;0;0;10;0;0;0;0;0;0;0;0;0;23;0;0;679;0;0;430;493;0;71;1029;163;66;56;0;0;0;0;446;0;33;3;43;9;125;0;750;238;5;718;0;10;0;25;361;6;0;2;0;0;0;673;8;12;0;27;0;0;0;0;71;0;0;0;19;55;121;11;1881;151;30;116;428;140;17;17;143;0;5;0;0;7;0;181;27;0;994;0;0;22;0;0;0;0;0;10;361;49;124;0;2515;35;0;32;0;201;0;230;0;0;0;118;0;4;46;36;0;4;0;0;48;0;0;0;0;0;19;0;14;16;1217;296;0;0;129;0;0;38;121;0;84;0;0;934;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;0;11;0;0;0;200;0;0;0;20;0;0;13;0;0;0;40;15
BactV5V7-BC1-6_S1_L001;79;0;62;0;0;0;114;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;80;2496;25;0;0;0;0;1264;0;0;0;0;722;20;0;14;0;25;4;0;0;10027;0;2;0;0;2;0;0;125;10;114;0;48;0;0;0;0;0;5;0;0;0;0;49;0;0;0;0;0;0;0;0;3;13;0;0;0;0;0;0;27;52;0;0;0;565;11;0;0;0;0;0;0;30;0;0;0;0;0;199;0;0;0;57;0;0;0;25;59;53;0;5;0;0;0;0;0;0;0;0;0;51;10;0;0;23;0;16;0;0;0;0;0;0;9;9;0;0;0;0;58;0;4;0;0;0;0;14;0;0;0;0;167;0;0;37;66;0;66;210;114;5;0;0;0;749;0;45;0;0;0;12;0;27;0;26;16;14;118;0;14;0;0;963;0;8;17;0;8;0;52;0;0;0;0;0;0;25;0;0;0;6;0;0;0;175;0;8370;4;0;0;372;10;17;41;49;0;0;0;0;32;0;0;0;21;52;0;0;0;0;0;0;0;0;0;12;0;0;0;189;0;0;0;32;46;27;1161;0;0;0;6;0;0;0;9;6;0;0;0;0;0;0;12;0;0;0;0;14;0;91;30;0;0;0;0;0;0;0;0;26;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC369-240_S369_L001;230;0;51;0;0;9;101;0;53;0;0;0;0;13;0;0;17;0;0;0;0;9;0;169;26;0;152;0;0;1340;0;56;0;0;145;59;0;219;0;137;0;5;0;5955;0;0;0;0;0;0;0;1017;17;134;0;506;0;0;8;0;14;68;0;0;0;0;0;0;0;31;0;0;0;0;0;0;5;0;0;36;75;111;41;383;4;137;0;0;0;0;8;0;0;0;0;0;0;9;13;0;154;39;1881;0;0;17;199;0;0;0;422;911;38;6;24;0;0;0;0;0;0;0;0;0;240;50;33;0;28;0;112;0;0;0;0;33;0;0;2;18;0;5;208;0;0;0;6;0;0;0;0;0;41;0;0;1411;0;0;83;93;0;53;362;22;57;185;0;0;0;22;104;0;29;0;15;6;17;0;213;82;0;257;0;14;0;24;126;114;0;10;0;0;0;225;20;0;15;7;0;0;0;41;357;0;0;0;236;0;22;0;376;12;3;58;633;43;50;144;4781;0;0;23;0;4;8;85;0;228;412;0;0;8;0;16;0;52;0;5;112;0;67;5;1150;63;0;17;0;130;0;142;0;0;0;29;0;0;0;12;0;0;0;0;63;0;6;0;0;0;0;0;9;0;479;429;0;0;67;0;0;0;179;0;15;6;0;330;0;0;40;0;12;0;0;33;0;0;0;0;0;4;0;0;0;5;4;0;0;0;0;0;45;0;0;0;2;0;0;0;0;0;0;0;8
BactV5V7-BC343-208_S343_L001;682;5;77;0;0;0;363;0;101;0;0;0;10;0;0;17;23;0;15;0;0;0;50;133;92;0;118;0;0;314;0;120;0;0;1170;43;0;181;0;136;0;0;0;5141;2;8;0;0;0;0;0;542;11;208;6;446;0;12;0;0;8;36;0;0;0;0;0;0;0;11;0;0;5;0;0;0;0;0;0;193;0;8;0;369;6;205;0;0;0;0;50;0;0;0;0;0;0;20;0;0;281;41;1085;3;0;12;604;0;56;0;830;224;61;5;142;0;0;0;0;0;0;0;0;0;336;93;36;0;69;0;152;0;7;2;0;19;6;0;0;36;0;0;2;0;0;0;0;17;0;0;2;0;14;0;0;250;0;0;259;66;0;86;949;155;114;362;0;0;15;63;384;54;53;5;31;14;2;0;576;292;29;397;0;16;0;57;408;9;3;25;0;0;0;759;0;7;26;64;2;0;58;0;306;0;0;3;45;0;82;9;657;133;0;95;563;101;41;42;1517;0;0;13;0;2;0;291;21;24;689;0;0;0;0;20;0;15;0;8;277;30;115;7;896;67;0;26;0;308;0;409;15;0;0;46;0;0;52;68;0;0;0;0;181;2;0;20;0;0;23;2;3;0;1053;219;0;0;75;4;3;9;136;0;16;0;0;878;0;0;0;0;19;0;0;0;0;0;0;0;4;4;0;0;0;7;0;0;0;0;0;0;165;0;0;0;0;0;0;13;0;0;0;0;24
BactV5V7-BC33-89_S33_L001;0;0;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355;0;0;0;0;0;0;0;0;0;0;0;4063;2;0;36;18;0;0;0;0;3227;0;0;0;0;0;0;0;12;0;0;0;117;0;0;0;0;0;202;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;40;61;43;0;0;31;0;0;0;0;0;0;0;15;0;0;0;0;0;862;0;0;0;0;0;0;0;0;96;0;59;16;0;0;0;0;0;0;0;0;7;32;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;281;0;0;0;0;487;0;12;0;0;0;0;0;84;0;26;0;0;10;0;88;0;0;6254;0;29;98;0;0;0;0;5;14;0;8;0;0;130;12;35;0;0;0;0;0;82;0;4262;0;0;0;8062;0;0;9;11;0;0;0;0;3;0;0;0;39;0;0;0;0;0;0;0;0;0;0;8;0;8;0;22;0;0;0;29;17;0;386;0;0;0;14;0;38;0;0;0;0;0;0;155;0;0;9;0;0;0;0;0;0;74;24;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;0;0;0;0;0;0;0;0;0;0;0;0
