V1;X11.24;X211ds20;Acetobacterales;Acidiferrobacterales;Acidimicrobiales;Acidobacteriales;Actinomarinales;Actinomycetales;Aeromonadales;Alteromonadales;Ambiguous_taxa;Ardenticatenales;Armatimonadales;Azospirillales;BD72BR169;Babeliales;Bacillales;Bacteroidales;Bacteroidetes.VC2.1.Bac22;Bdellovibrionales;Beggiatoales;Betaproteobacteriales;Bifidobacteriales;C0119;CCD24;CCM11a;Caedibacterales;Caldilineales;Candidatus.Adlerbacteria;Candidatus.Kaiserbacteria;Cardiobacteriales;Catenulisporales;Caulobacterales;Cellvibrionales;Chitinophagales;Chlamydiales;Chloroflexales;Chloroflexi.bacterium.JEA33;Chloroplast;Chthoniobacterales;Clostridiales;Coriobacteriales;Corynebacteriales;Coxiellales;Cyanobacteria.Melainabacteria.group.bacterium.S15B.MN24.CBMW_12;Cytophagales;Dadabacteriales;Deferribacterales;Deinococcales;Desulfarculales;Desulfobacterales;Desulfovibrionales;Desulfuromonadales;Diplorickettsiales;Dongiales;EC3;Elev.16S.976;Elsterales;Enterobacteriales;Entotheonellales;Erysipelotrichales;F9P41300.M23;Fibrobacterales;Fimbriimonadales;Flavobacteriales;Frankiales;Fusobacteriales;Ga0077536;Gaiellales;Gammaproteobacteria.Incertae.Sedis;Gemmatales;Gemmatimonadales;Haloplasmatales;Halothiobacillales;Holophagales;Holosporales;IMCC26256;Ignavibacteriales;Isosphaerales;JG36.TzT.191;KI89A.clade;Kallotenuales;Kineosporiales;Kryptoniales;Ktedonobacterales;Lactobacillales;Latescibacterales;Legionellales;Leptospirales;Limnochordales;Lineage.IV;Longimicrobiales;MBA03;MBNT15;MVP.88;Methylacidiphilales;Methylococcales;Micavibrionales;Micrococcales;Micromonosporales;Micropepsales;Microtrichales;Myxococcales;NB1.j;Nitrosococcales;Nitrospirales;OPB41;OPB56;Oceanospirillales;Oligoflexales;Opitutales;PB19;PLTA13;Paracaedibacterales;Parvibaculales;Pasteurellales;PeM15;Pedosphaerales;Phycisphaerales;Pirellulales;Piscirickettsiales;Planctomycetales;Propionibacteriales;Pseudomonadales;Pseudonocardiales;Puniceispirillales;Pyrinomonadales;R7C24;RCP2.54;Reyranellales;Rhizobiales;Rhodobacterales;Rhodospirillales;Rhodothermales;Rickettsiales;Rokubacteriales;Rubrobacterales;S085;SAR202.clade;SAR324.clade.Marine.group.B.;SBR1031;SJA.15;SJA.28;SM1A07;Saccharimonadales;Salinisphaerales;Selenomonadales;Solibacterales;Solirubrobacterales;Sphingobacteriales;Sphingomonadales;Steroidobacterales;Streptomycetales;Streptosporangiales;Subgroup.12;Subgroup.2;Subgroup.7;Syntrophobacterales;TX1A.33;Tepidisphaerales;Thermoanaerobacterales;Thermoanaerobaculales;Thermomicrobiales;Tistrellales;Verrucomicrobiales;Vibrionales;Xanthomonadales;bacterium.LWH54;metagenome;planctomycete.A.2;uncultured;uncultured.Acidobacteria.bacterium;uncultured.Acidobacteriales.bacterium;uncultured.Actinomycetales.bacterium;uncultured.Anaerolineales.bacterium;uncultured.Antarctic.bacterium.LB3.13;uncultured.Armatimonadetes.bacterium;uncultured.Bellilinea.sp.;uncultured.Caldilineae.bacterium;uncultured.Catenuloplanes.sp.;uncultured.Chloroflexi.bacterium;uncultured.Clostridium.sp.;uncultured.Dehalococcoidia.bacterium;uncultured.Dehalogenimonas.sp.;uncultured.Elusimicrobia.bacterium;uncultured.Gemmatimonadales.bacterium;uncultured.Gemmatimonadetes.bacterium;uncultured.Halanaerobiaceae.bacterium;uncultured.Holophaga.sp.;uncultured.Micromonospora.sp.;uncultured.Nocardioidaceae.bacterium;uncultured.Planctomycetaceae.bacterium;uncultured.Planctomycetales.bacterium;uncultured.Streptomyces.sp.;uncultured.Termite.group.1.bacterium;uncultured.Truepera.sp.;uncultured.actinobacterium;uncultured.alpha.proteobacterium;uncultured.bacterium;uncultured.bacterium..0319.7F19;uncultured.bacterium..0425.2M17;uncultured.bacterium.17F9;uncultured.bacterium.246;uncultured.cyanobacterium;uncultured.microorganism;uncultured.prokaryote;uncultured.proteobacterium;uncultured.soil.bacterium
BactV5V7-BC239-96_S239_L001;28;24;0;7;0;26;160;6;0;0;52;362;0;8;128;0;15;739;9;0;282;0;12017;0;4;31;0;0;0;0;0;0;0;919;176;606;11;216;0;0;13;20;0;232;0;0;1066;0;0;4;116;0;0;67;2;144;0;0;0;0;28;0;0;49;81;1366;130;0;0;979;66;0;935;0;0;0;5;99;0;0;0;0;0;0;0;0;0;7;0;0;0;0;42;0;37;0;0;0;2;1232;89;77;282;937;22;0;307;0;16;0;47;0;0;84;11;0;0;2;551;12;3;0;0;592;507;25;0;37;0;39;48;2349;9;17;0;0;0;14;11;0;0;0;0;5;0;65;11;0;255;357;207;1666;294;228;30;0;39;134;2;0;0;0;39;0;0;0;0;498;0;49;0;102;7;0;0;0;12;0;0;0;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;0;23;0;183;0;0;0;0;0;0;0;9;2
BactV5V7-BC235-92_S235_L001;18;18;0;20;0;14;210;0;0;0;18;543;0;3;117;0;4;787;18;0;238;0;11196;0;0;27;0;0;2;0;0;0;0;687;57;781;4;251;0;0;0;47;0;377;0;0;842;0;0;3;149;0;0;161;0;150;0;0;17;10;38;0;0;142;17;833;239;0;0;1368;58;0;1033;0;0;0;0;133;0;0;0;26;0;0;0;0;0;3;0;0;0;4;32;0;17;0;0;0;0;1484;151;78;309;994;27;0;332;0;6;0;30;0;0;117;3;0;0;0;552;9;0;0;0;737;438;60;0;7;0;28;54;2666;14;14;0;12;0;23;10;0;0;0;0;0;0;58;0;0;337;502;172;1307;306;297;51;0;32;108;0;0;0;0;51;0;42;0;0;382;0;50;0;102;10;0;0;0;26;0;5;0;0;0;0;0;0;0;0;13;0;0;0;0;0;3;0;0;0;29;0;228;0;0;0;0;0;0;0;0;0
BactV5V7-BC63-185_S63_L001;0;0;0;0;0;0;0;0;0;0;15;5;0;0;3;0;11;1352;0;0;17;0;867;0;0;0;0;0;0;0;0;0;0;89;90;413;39;0;0;0;0;129;0;38;0;0;10;0;0;0;0;0;0;40;20;13;0;0;0;21;0;0;0;0;0;0;0;0;0;8;53;0;16;0;0;0;3;0;0;0;0;0;0;0;0;0;34;0;0;0;3;0;0;0;0;0;0;0;0;9;2;0;0;73;0;0;0;0;0;0;14;0;0;0;8;0;4;0;0;0;0;0;0;86;27951;0;0;0;0;0;0;143;13;0;0;908;0;0;0;0;0;0;0;0;0;5;0;0;0;0;2;8;0;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC233-90_S233_L001;10;9;0;16;0;15;182;0;0;0;32;387;0;0;331;0;5;710;20;0;234;0;11195;0;0;25;0;0;0;0;0;0;0;823;142;531;0;177;0;0;0;65;0;288;0;0;764;0;0;2;76;0;0;119;0;113;0;0;0;34;30;0;0;36;58;1630;153;0;0;1004;65;0;675;0;0;0;0;106;0;0;0;0;0;6;0;0;0;0;0;0;0;0;7;0;19;0;0;0;0;2320;129;102;223;742;14;0;169;0;16;6;74;4;2;74;10;11;0;0;379;4;0;0;0;686;1373;43;0;20;0;0;48;2662;25;55;0;0;0;15;17;0;4;0;0;0;0;38;20;0;258;382;115;1324;224;227;60;0;36;97;0;0;0;0;33;0;27;0;0;525;0;15;0;71;4;0;0;0;39;0;3;0;0;0;0;0;0;0;0;8;0;0;15;0;0;4;0;0;0;22;0;166;0;0;0;0;0;0;0;0;2
BactV5V7-BC205-31_S205_L001;33;64;0;14;0;45;291;6;0;0;0;479;0;7;216;0;16;572;0;0;190;0;9439;0;4;32;0;0;0;0;0;0;9;475;92;523;8;190;0;0;16;78;0;383;0;0;461;2;0;0;213;0;0;66;0;123;2;0;37;0;49;0;0;0;2;657;303;0;0;2003;52;0;1423;0;0;0;0;255;0;0;0;17;0;8;4;0;0;0;0;0;0;33;73;0;58;0;0;0;0;937;181;43;429;652;32;0;554;0;67;0;114;0;0;135;9;0;0;0;793;5;0;0;0;963;45;56;0;53;0;45;82;2448;10;202;0;6;0;33;52;0;0;0;0;0;0;69;0;0;532;942;323;1620;474;266;40;0;49;223;0;4;0;0;78;0;0;0;0;769;0;105;0;272;45;0;0;0;18;6;14;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;51;0;237;0;0;0;0;0;0;0;0;0
BactV5V7-BC228-84_S228_L001;22;16;0;16;0;12;191;6;0;5;132;184;0;8;145;0;10;662;32;0;212;0;12595;0;4;23;0;0;0;0;0;0;5;673;279;443;2;143;0;3;0;58;0;277;0;0;602;0;0;3;79;0;0;240;0;107;0;0;16;10;20;0;0;99;41;1864;141;0;0;888;51;0;458;0;0;0;8;52;0;0;0;11;0;5;0;0;0;0;0;0;0;0;25;0;29;0;0;0;2;1951;168;62;223;1021;22;0;234;0;20;0;51;0;0;90;0;0;0;0;520;8;0;0;0;709;1012;44;0;23;0;0;39;2349;27;0;0;0;0;13;13;0;0;0;0;0;0;45;18;0;255;398;175;1511;205;257;60;0;28;48;0;0;0;0;18;0;0;0;0;393;0;21;0;56;23;0;3;0;26;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;0;0;0;0;0;0;0;0;0
BactV5V7-BC230-95_S230_L001;6;20;0;0;0;15;98;0;0;0;961;110;0;10;263;0;3;491;45;0;313;0;12649;0;0;19;0;0;0;0;0;0;0;906;315;684;2;162;2;0;0;93;0;176;0;0;833;0;0;0;119;0;0;306;6;121;0;0;16;0;16;0;0;77;53;1969;116;0;0;783;74;0;521;0;0;0;0;95;0;0;0;14;0;0;0;0;0;2;0;0;0;0;21;0;24;0;0;0;20;1107;66;42;180;879;16;0;204;0;24;11;73;0;0;79;10;0;0;0;513;5;0;0;0;540;439;30;0;31;0;0;22;2461;37;51;0;0;0;26;24;0;0;0;0;0;0;43;15;3;217;350;222;1518;235;182;15;0;19;135;0;0;2;0;49;0;0;0;0;604;0;41;0;100;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0
BactV5V7-BC377-248_S377_L001;22;12;0;28;0;0;125;0;0;5;170;273;0;0;444;0;2;378;293;0;172;0;12151;0;10;36;0;0;0;0;0;0;0;1059;106;529;16;170;0;0;0;274;0;185;0;0;611;0;0;0;93;29;29;713;26;189;0;0;6;133;17;0;0;302;89;1297;146;0;0;709;94;2;715;0;0;0;0;107;0;0;2;12;0;6;0;0;0;0;0;0;0;7;53;0;8;0;0;0;20;861;124;76;220;825;8;0;177;0;46;0;89;0;0;72;9;0;0;0;476;33;0;0;0;566;612;32;2;15;15;0;78;2148;49;929;0;7;0;36;23;0;0;0;0;0;0;81;15;14;287;402;306;1321;214;204;30;0;20;124;0;0;0;0;56;0;39;0;0;474;0;102;0;45;3;0;0;0;7;0;0;0;0;0;13;0;7;0;0;0;0;0;0;0;0;0;0;0;0;17;0;159;0;0;0;0;0;0;0;0;6
BactV5V7-BC10-23_S10_L001;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1168;0;0;0;0;9232;0;0;0;0;0;0;0;0;0;0;17;0;216;0;0;0;0;0;7;0;5;0;0;28;0;0;0;0;0;0;12;11;9;0;0;0;7;0;0;0;0;0;19383;0;0;0;2;35;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;71;0;0;3;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;32;321;7;0;0;0;0;0;87;0;10;0;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;16;2484;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC367-238_S367_L001;0;16;0;70;0;23;196;11;0;0;15;288;2;0;577;0;4;504;1508;0;177;0;7546;0;6;22;0;0;0;0;0;0;0;532;27;670;14;101;0;0;0;1738;0;142;0;0;276;0;0;0;94;65;36;6665;13;38;0;0;0;15;0;0;0;6;2;919;118;0;0;765;19;0;853;0;0;0;0;64;0;0;0;0;0;5;0;0;0;0;0;0;0;4;27;0;20;0;0;0;18;770;133;38;134;436;7;0;144;22;20;0;0;0;0;38;10;0;0;0;400;0;0;0;0;461;1004;34;0;17;0;13;17;1462;15;741;23;2;0;30;6;0;0;0;0;0;0;30;0;0;649;455;272;797;210;122;0;0;17;122;0;0;3;28;14;0;37;0;0;331;0;79;0;83;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;28;0;81;0;3;0;0;0;0;0;0;4
BactV5V7-BC232-88_S232_L001;29;14;0;0;0;16;85;0;0;0;575;303;0;0;263;0;2;519;18;0;286;0;12302;0;0;23;0;0;0;0;0;0;0;1182;453;483;11;150;0;0;16;44;0;171;0;0;676;0;0;0;105;0;0;172;0;94;0;0;12;0;14;0;0;101;43;2533;102;0;0;634;65;0;653;0;0;0;0;52;0;0;3;5;2;0;0;7;0;0;0;0;0;0;17;0;9;0;0;0;32;1385;82;96;138;759;0;0;190;0;26;0;83;2;0;78;17;0;0;0;386;4;0;0;0;424;806;22;0;0;0;0;34;2991;37;43;0;2;0;12;13;0;0;0;0;0;0;44;13;0;199;284;223;1536;216;279;10;0;17;75;0;0;0;0;18;2;11;0;0;448;0;11;0;152;18;0;0;0;15;0;8;0;0;0;0;0;0;2;0;17;0;0;9;0;0;0;0;0;0;11;0;130;0;0;0;0;0;0;0;0;0
BactV5V7-BC14-37_S14_L001;24;9;0;0;0;10;65;0;6;0;21;129;0;5;95;0;3;2389;5;0;183;0;7549;0;0;6;0;0;0;0;0;0;0;552;22;174;30;42;0;7;0;612;0;280;0;0;111;0;0;0;0;0;0;102;31;80;0;0;7;1707;20;0;0;4;7;3839;82;0;0;421;14;0;141;0;0;0;11;39;0;0;0;0;0;0;0;0;93;0;10;0;0;0;0;0;0;0;0;0;0;545;628;2;55;182;6;0;56;0;0;0;60;0;0;21;11;0;0;0;135;8;0;0;0;490;3409;13;0;0;0;0;25;1294;13;18;0;307;0;8;4;7;0;0;0;0;0;35;0;6;90;334;67;200;61;6254;4;0;2;30;0;0;0;0;38;0;0;0;5;155;0;2;0;85;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;8
BactV5V7-BC231-87_S231_L001;13;0;0;16;0;0;203;0;0;0;21;168;0;6;65;0;0;537;38;0;352;0;13676;0;2;20;0;0;0;0;0;0;0;713;232;481;0;151;0;0;0;58;0;167;0;0;651;0;0;3;62;0;0;147;2;151;0;0;2;40;18;0;0;139;61;1373;70;0;0;532;62;2;651;0;0;0;0;51;0;0;0;14;0;0;0;6;0;3;0;0;2;0;71;0;28;0;0;0;7;1885;85;131;142;1273;11;0;174;0;6;0;98;0;0;63;2;0;0;0;493;15;0;0;0;368;1610;12;0;9;0;0;35;2612;11;11;0;0;0;4;16;0;0;0;0;0;0;55;20;0;243;186;157;1578;194;175;39;0;13;77;3;0;2;0;28;0;0;0;0;589;0;8;0;62;0;0;0;0;35;8;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;16;0;86;0;0;0;0;0;0;0;0;0
BactV5V7-BC368-239_S368_L001;0;23;0;56;0;29;99;8;0;0;3;534;0;0;294;0;9;1651;36;0;130;0;9202;0;0;29;0;4;0;0;0;0;5;825;20;332;20;204;0;0;44;65;0;374;0;0;648;0;0;0;172;0;7;157;8;149;0;0;8;0;44;0;0;20;11;338;231;0;0;1452;27;0;1093;0;0;0;0;152;0;0;0;5;0;0;0;0;0;0;0;0;0;5;57;0;46;0;0;0;7;1883;113;72;331;350;11;0;291;0;52;0;91;0;0;81;8;0;0;0;427;35;0;0;0;907;1717;125;3;2;5;36;88;2926;35;597;0;14;0;26;37;0;0;0;0;0;0;107;8;0;310;734;108;1409;277;183;45;0;15;598;0;0;0;0;41;2;51;3;0;454;0;27;0;132;19;0;6;0;0;0;11;0;0;0;0;0;0;2;0;30;0;0;31;0;10;0;0;0;0;21;0;290;0;0;0;0;0;0;0;6;6
BactV5V7-BC234-91_S234_L001;30;31;0;6;0;0;118;5;0;0;108;520;0;0;135;0;5;932;30;0;240;0;12098;0;2;40;0;0;0;0;0;0;0;894;90;581;15;239;0;3;16;65;0;403;0;0;884;0;3;3;144;0;0;107;0;114;0;0;8;2;42;0;0;84;26;927;214;0;0;1302;65;0;909;0;0;0;0;151;0;0;0;22;0;0;0;0;0;0;0;0;0;0;24;0;26;0;0;0;0;1591;188;77;248;800;19;0;263;0;32;0;103;0;0;100;6;0;0;0;546;15;0;0;0;823;442;53;0;29;0;0;50;2798;6;20;0;9;0;29;15;0;0;0;0;2;0;28;17;0;265;520;168;1392;295;234;54;0;38;131;0;0;0;0;54;0;26;0;0;419;0;35;0;150;18;0;0;0;13;2;6;0;0;0;0;0;0;0;0;0;0;0;29;0;0;3;0;0;0;28;0;172;0;0;0;0;0;0;0;13;0
BactV5V7-BC229-85_S229_L001;20;13;0;11;0;7;232;8;0;0;83;176;0;14;163;0;3;537;40;0;239;0;12847;0;6;25;0;0;0;0;0;0;0;877;343;531;6;118;4;0;14;58;0;244;0;0;794;0;0;0;128;0;0;204;0;157;0;0;16;65;0;0;0;101;54;1513;119;0;0;908;58;0;386;0;0;0;0;64;0;0;0;15;0;4;0;0;0;4;0;0;0;0;33;0;37;0;0;0;13;1322;72;102;183;1073;31;0;281;0;22;0;103;0;0;108;0;0;0;0;661;15;5;0;0;527;884;46;0;25;0;38;21;2666;21;34;0;0;0;12;25;0;0;0;0;0;0;36;0;0;361;387;238;1667;319;281;36;0;35;118;0;0;5;0;32;0;0;0;0;574;0;31;0;148;0;0;0;0;23;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;0;0;0;0;0;0;0;0;2
BactV5V7-BC342-207_S342_L001;16;22;0;62;0;24;223;0;0;0;2;504;0;0;211;0;14;1448;2;0;209;0;9619;0;0;43;0;0;4;0;0;0;0;859;11;404;5;186;0;2;17;103;0;387;8;0;829;0;0;0;128;0;0;95;5;138;0;0;27;0;42;0;0;26;56;830;114;0;0;1261;80;0;934;0;0;0;0;174;0;0;0;15;0;0;2;6;0;0;0;0;0;0;8;0;27;0;0;0;6;1367;134;53;286;427;8;0;371;0;35;22;73;0;0;101;0;0;0;0;863;38;0;0;0;541;1171;80;0;0;0;47;211;3186;24;157;0;12;0;8;24;0;0;0;0;0;0;11;20;0;507;501;184;2668;265;209;98;0;17;134;0;0;2;0;68;0;53;0;0;366;0;109;2;187;31;0;11;0;0;0;3;0;0;7;0;0;0;0;0;34;4;0;0;0;0;0;0;0;2;27;0;210;0;0;0;0;0;0;0;0;0
BactV5V7-BC354-225_S354_L001;0;8;0;0;0;0;133;0;0;0;0;298;0;0;45;0;18;9262;26;0;76;0;2438;0;3;83;0;0;0;0;0;0;0;277;128;125;24;259;7;7;11;970;0;523;0;0;144;0;0;0;189;0;0;1368;7;213;0;0;11;27;41;0;0;53;0;305;237;0;0;1328;273;2;540;0;0;0;0;94;0;0;0;11;0;31;0;17;0;0;0;0;0;0;0;2;51;0;0;0;4;855;522;63;251;710;83;0;78;0;0;0;102;0;0;16;34;0;0;0;330;20;0;0;0;601;5453;109;0;11;17;0;158;2368;9;18;0;17;0;38;7;0;6;0;0;0;0;72;0;8;182;600;51;483;182;452;209;0;32;52;10;0;0;0;11;0;30;0;0;248;0;82;0;90;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;42;0;44;0;0;0;0;0;0;0;0;0
BactV5V7-BC346-214_S346_L001;7;19;0;25;0;0;137;4;0;0;162;381;0;0;535;0;6;557;93;0;297;0;11420;0;0;21;0;0;0;0;0;0;0;1165;107;560;32;137;0;0;13;164;0;189;0;0;837;0;0;0;122;0;22;275;0;214;0;2;16;0;24;0;0;353;130;1255;157;0;0;856;130;0;765;0;0;0;0;115;0;0;0;17;0;0;0;0;0;0;0;7;0;10;31;0;8;0;0;0;33;962;110;88;210;1055;12;0;201;0;50;14;86;0;0;60;13;0;0;0;562;35;3;0;0;569;428;50;0;15;8;25;77;3048;54;997;0;9;0;20;11;0;7;4;0;0;0;101;15;0;265;476;305;1589;211;311;42;0;15;117;0;0;0;0;46;0;36;0;0;418;0;59;0;106;0;0;0;0;9;0;3;0;0;7;0;0;0;0;2;18;0;0;0;0;0;0;0;0;0;21;0;133;0;0;0;0;0;0;0;0;0
BactV5V7-BC226-82_S226_L001;7;20;0;3;0;27;200;7;0;3;24;483;0;0;112;0;2;632;41;0;231;0;13163;0;3;24;0;0;0;0;0;0;5;581;125;497;19;272;0;0;11;113;0;321;0;0;548;0;0;0;133;0;0;236;0;110;0;0;8;26;42;0;0;159;26;1597;222;0;0;1224;33;3;884;0;0;0;0;127;0;0;0;24;0;0;0;0;0;0;0;0;0;0;32;0;35;0;0;0;3;1791;139;55;261;882;24;0;273;0;29;0;67;0;0;111;0;0;0;0;595;14;0;0;0;812;400;47;0;26;0;31;46;2532;17;9;0;0;0;19;15;0;0;0;0;4;0;21;13;9;348;526;202;1372;228;288;57;0;18;107;0;0;0;0;34;0;3;0;0;392;0;0;3;100;6;0;0;0;14;0;9;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;36;0;180;0;0;0;0;0;0;0;0;0
BactV5V7-BC360-231_S360_L001;18;22;0;20;0;27;190;3;0;0;234;301;0;0;769;0;7;690;312;0;307;0;10568;0;0;42;0;0;0;0;0;0;7;834;219;643;22;167;0;0;11;240;0;298;0;0;767;0;0;4;131;98;12;528;4;204;0;0;29;0;15;0;0;356;81;1068;87;0;0;881;190;2;969;0;0;0;0;134;0;0;0;19;0;0;0;0;0;4;0;9;0;0;21;0;22;0;0;0;47;771;101;112;210;947;22;0;267;0;53;16;110;2;0;92;0;0;0;0;607;45;2;0;0;408;754;30;0;0;10;41;108;2698;61;1112;0;4;0;18;21;0;0;0;0;0;0;156;15;0;290;412;268;1491;303;222;76;0;38;159;9;0;0;0;51;0;28;0;0;406;0;63;0;136;14;0;0;0;7;0;7;0;0;0;0;0;0;0;2;0;0;0;17;0;0;0;0;0;0;13;0;160;0;0;0;0;0;0;0;0;0
BactV5V7-BC251-111_S251_L001;19;75;0;13;0;21;168;4;0;0;258;512;0;16;143;0;5;248;19;0;336;0;11363;0;3;33;0;0;0;0;0;0;0;707;432;437;14;339;0;3;0;41;0;353;0;0;610;0;0;0;104;0;0;156;8;158;0;0;14;0;39;0;0;146;18;1090;183;0;0;1654;83;0;1391;0;0;0;0;206;0;0;0;0;0;4;0;0;0;9;2;0;0;11;25;0;20;0;0;0;0;1371;113;93;322;1782;10;0;475;0;11;0;150;0;0;62;5;0;0;0;920;10;0;0;0;820;277;48;0;18;0;0;49;2705;0;32;0;0;0;47;16;0;0;0;0;0;0;69;41;0;379;782;387;572;256;276;48;0;30;279;0;0;0;0;59;0;2;0;0;301;0;24;0;153;17;0;0;0;23;0;10;0;0;7;0;0;0;0;0;46;0;0;0;0;0;4;0;0;0;30;0;189;0;0;0;0;0;0;3;0;2
BactV5V7-BC352-223_S352_L001;14;31;0;0;0;28;213;0;0;0;19;493;3;0;317;0;725;1347;422;0;196;0;9250;0;0;29;0;0;0;0;0;0;0;542;21;356;59;303;0;0;18;428;0;277;0;0;535;0;0;0;197;73;34;1638;15;166;0;0;19;0;41;0;0;269;36;597;90;0;0;1132;68;0;1217;0;0;0;0;141;0;0;0;18;0;0;0;6;0;0;0;0;0;19;141;0;26;0;0;0;0;547;155;73;299;370;16;0;263;0;62;0;117;0;0;84;16;0;0;0;892;18;0;0;0;459;1147;73;0;27;0;40;164;2286;0;941;0;0;0;16;28;0;11;0;0;0;0;67;326;0;463;451;257;1882;259;120;26;7;28;183;0;0;0;0;74;0;48;0;0;301;0;93;4;172;60;0;6;0;0;0;10;0;0;0;0;0;0;0;0;47;0;0;4;0;0;0;0;0;0;25;0;232;0;0;0;0;0;0;0;6;0
BactV5V7-BC351-222_S351_L001;4;35;24;0;0;12;126;0;0;0;91;223;0;0;856;0;3;521;253;0;282;0;11127;0;0;22;0;0;0;0;0;0;0;1360;391;747;13;172;0;0;32;789;0;135;0;0;814;0;0;0;118;71;121;619;0;247;0;0;2;4;12;0;0;290;61;1396;82;0;0;615;132;0;854;2;0;31;0;94;0;0;0;7;0;3;0;0;0;0;0;2;0;16;53;0;11;0;0;0;33;774;48;67;229;881;12;0;242;0;86;2;106;0;2;60;0;0;0;0;612;28;0;0;0;361;415;0;0;14;17;0;89;2545;47;830;2;19;0;19;29;0;6;0;0;0;0;84;29;0;216;341;261;1927;271;188;46;0;13;132;0;0;0;0;28;0;10;3;0;537;0;48;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;4;0;0;0;0;0;0;0;160;0;0;0;0;0;0;0;0;8
BactV5V7-BC356-227_S356_L001;0;23;0;38;0;14;177;0;0;0;14;479;0;0;474;0;120;1180;984;0;232;0;7938;0;0;30;0;0;0;0;0;0;4;440;43;284;4;173;0;0;17;685;0;326;0;0;451;0;0;0;140;106;69;3328;0;144;0;0;0;0;44;0;0;194;21;381;255;0;0;1381;57;0;802;0;0;0;0;144;0;2;0;16;0;7;0;7;0;0;0;0;0;19;51;0;35;0;0;0;18;1050;326;53;308;605;26;0;206;12;14;0;59;2;0;92;4;0;0;0;634;37;0;0;0;1159;995;92;4;31;0;0;72;2218;2;1115;0;0;0;55;17;0;0;0;0;0;0;38;95;0;586;682;288;1039;213;237;58;0;43;185;0;0;0;0;42;0;60;0;0;285;0;124;0;131;0;0;0;0;0;0;0;0;0;0;0;10;0;2;3;28;0;0;0;0;0;0;0;0;0;8;0;185;0;0;0;0;0;0;0;6;0
BactV5V7-BC366-237_S366_L001;31;47;0;20;0;27;286;3;0;0;0;554;0;0;217;0;9;1331;0;0;275;0;9667;0;0;42;0;0;0;0;0;0;0;434;0;455;11;210;0;0;11;62;0;317;0;0;596;0;0;0;383;0;0;29;0;158;0;0;18;6;49;0;0;40;73;477;195;0;0;1419;62;0;1512;0;0;0;0;128;0;0;0;23;0;0;0;0;0;11;0;0;0;20;101;0;52;0;0;0;2;1661;140;61;234;712;31;2;482;0;56;0;153;0;0;165;0;0;0;0;670;55;0;0;0;695;1352;61;0;75;0;57;66;2083;33;40;0;15;3;18;47;0;2;0;0;0;0;94;25;0;370;694;142;1999;581;178;71;0;53;741;0;0;0;0;78;0;70;0;0;598;0;86;0;300;20;0;0;0;28;0;8;0;0;0;0;12;0;0;0;46;0;0;22;0;0;0;2;0;0;28;0;361;0;0;0;4;0;3;0;0;2
